sample,value,step,direction,file,Step
Pv_RB_MPA_11419_s_21_F1_filt.fastq.gz,95701,Tabled,Both,Both,FUSION
Pv_RB_MPA_1865_s_24_F1_filt.fastq.gz,29326,Tabled,Both,Both,FUSION
Pv_RB_MPA_1866_s_14_F1_filt.fastq.gz,36878,Tabled,Both,Both,FUSION
Pv_SMK_ROV25-12_s_33_F1_filt.fastq.gz,33663,Tabled,Both,Both,FUSION
Pv_SMK_ROV25-13_s_35_F1_filt.fastq.gz,21351,Tabled,Both,Both,FUSION
Pv_SMK_ROV25-14_s_36_F1_filt.fastq.gz,59938,Tabled,Both,Both,FUSION
Pv_SRT_046-26_s_11_F1_filt.fastq.gz,38436,Tabled,Both,Both,FUSION
Pv_SRT_046-49_s_12_F1_filt.fastq.gz,81915,Tabled,Both,Both,FUSION
Pv_SSNd_H044-01642_s_45_F1_filt.fastq.gz,60628,Tabled,Both,Both,FUSION
Pv_SSNd_H044-01643_s_46_F1_filt.fastq.gz,31725,Tabled,Both,Both,FUSION
Pv_SSNd_H044-01645_s_47_F1_filt.fastq.gz,26513,Tabled,Both,Both,FUSION
Pv_Sw_11_s_05_F1_filt.fastq.gz,40247,Tabled,Both,Both,FUSION
Pv_Sw_9_s_04_F1_filt.fastq.gz,28457,Tabled,Both,Both,FUSION
Gb_BS_imp_15O4_s_31_R1_filt.fastq.gz,17207,Tabled.rev,Rev,Both,Tabled
Gb_BS_imp_18R6_s_38_R1_filt.fastq.gz,37053,Tabled.rev,Rev,Both,Tabled
Gb_BS_imp_23W4_s_37_R1_filt.fastq.gz,28453,Tabled.rev,Rev,Both,Tabled
Gb_BS_imp_9I4_s_39_R1_filt.fastq.gz,21578,Tabled.rev,Rev,Both,Tabled
Gb_BS_unimp_14N5_s_41_R1_filt.fastq.gz,52783,Tabled.rev,Rev,Both,Tabled
Gb_BS_unimp_3C6_s_43_R1_filt.fastq.gz,24373,Tabled.rev,Rev,Both,Tabled
Gb_BS_unimp_4D2_s_40_R1_filt.fastq.gz,22554,Tabled.rev,Rev,Both,Tabled
Gb_BS_unimp_6F4_s_42_R1_filt.fastq.gz,33477,Tabled.rev,Rev,Both,Tabled
Gb_Can_M_Trip8-75.1_d_69_R1_filt.fastq.gz,53043,Tabled.rev,Rev,Both,Tabled
Gb_Can_M_Trip8-75.2_d_70_R1_filt.fastq.gz,47496,Tabled.rev,Rev,Both,Tabled
Gb_Can_M_Trip8-75.3_d_71_R1_filt.fastq.gz,32555,Tabled.rev,Rev,Both,Tabled
Gb_Can_S_15O6_d_75_R1_filt.fastq.gz,21629,Tabled.rev,Rev,Both,Tabled
Gb_Can_S_16P6_s_55_R1_filt.fastq.gz,117717,Tabled.rev,Rev,Both,Tabled
Gb_Can_S_17Q3_d_77_R1_filt.fastq.gz,48861,Tabled.rev,Rev,Both,Tabled
Gb_Can_S_23W6_d_78_R1_filt.fastq.gz,18173,Tabled.rev,Rev,Both,Tabled
Gb_Can_S_2B6_d_76_R1_filt.fastq.gz,31889,Tabled.rev,Rev,Both,Tabled
Gb_Can_S_5E2_s_44_R1_filt.fastq.gz,54791,Tabled.rev,Rev,Both,Tabled
Gb_Can_S_8H6_s_54_R1_filt.fastq.gz,39836,Tabled.rev,Rev,Both,Tabled
Gb_FS_MPA_14N4_s_50_R1_filt.fastq.gz,25288,Tabled.rev,Rev,Both,Tabled
Gb_FS_MPA_20T6_s_49_R1_filt.fastq.gz,30715,Tabled.rev,Rev,Both,Tabled
Gb_FS_MPA_22V2_s_51_R1_filt.fastq.gz,40083,Tabled.rev,Rev,Both,Tabled
Gb_NOR_17Q2_s_01_R1_filt.fastq.gz,50819,Tabled.rev,Rev,Both,Tabled
Gb_NOR_18R2_s_02_R1_filt.fastq.gz,35691,Tabled.rev,Rev,Both,Tabled
Gb_NOR_1A7_s_03_R1_filt.fastq.gz,28512,Tabled.rev,Rev,Both,Tabled
Gb_NwK_12L5_s_27_R1_filt.fastq.gz,25691,Tabled.rev,Rev,Both,Tabled
Gb_NwK_21U5_s_28_R1_filt.fastq.gz,29235,Tabled.rev,Rev,Both,Tabled
Gb_OK_289_d_02_R1_filt.fastq.gz,32928,Tabled.rev,Rev,Both,Tabled
Gb_RSB_MPA_13M4_d_74_R1_filt.fastq.gz,17831,Tabled.rev,Rev,Both,Tabled
Gb_RSB_MPA_13M5_d_72_R1_filt.fastq.gz,24371,Tabled.rev,Rev,Both,Tabled
Gb_RSB_MPA_18R4_d_73_R1_filt.fastq.gz,27178,Tabled.rev,Rev,Both,Tabled
Gb_SRT_1A5_s_23_R1_filt.fastq.gz,52204,Tabled.rev,Rev,Both,Tabled
Gb_SRT_8H5_s_22_R1_filt.fastq.gz,44453,Tabled.rev,Rev,Both,Tabled
Gb_Sva_20T5_s_25_R1_filt.fastq.gz,24125,Tabled.rev,Rev,Both,Tabled
Gb_Sva_7G6_s_26_R1_filt.fastq.gz,22613,Tabled.rev,Rev,Both,Tabled
Gb_Sw_15O5_s_21_R1_filt.fastq.gz,56580,Tabled.rev,Rev,Both,Tabled
Gb_Sw_22V6_s_06_R1_filt.fastq.gz,48098,Tabled.rev,Rev,Both,Tabled
Gh_Can_M_Trip8-75.5_d_66_R1_filt.fastq.gz,41648,Tabled.rev,Rev,Both,Tabled
Gh_Can_M_Trip8-75.7_d_67_R1_filt.fastq.gz,51509,Tabled.rev,Rev,Both,Tabled
Gh_Can_M_Trip8-75.8_d_68_R1_filt.fastq.gz,39933,Tabled.rev,Rev,Both,Tabled
Gh_Ice_A11-641-B_s_25_R1_filt.fastq.gz,71099,Tabled.rev,Rev,Both,Tabled
Gh_Ice_ME85-3-1123-2-C_d_59_R1_filt.fastq.gz,51814,Tabled.rev,Rev,Both,Tabled
Gh_Ice_ME85-3-1123-B_d_60_R1_filt.fastq.gz,71776,Tabled.rev,Rev,Both,Tabled
Gh_Ice_ME85-3-1132-A_s_32_R1_filt.fastq.gz,104791,Tabled.rev,Rev,Both,Tabled
Gh_JMR-SM_AGT03-26_d_93_R1_filt.fastq.gz,43505,Tabled.rev,Rev,Both,Tabled
Gh_JMR_DR01-A_d_87_R1_filt.fastq.gz,35083,Tabled.rev,Rev,Both,Tabled
Gh_JMR_DR01-B_d_88_R1_filt.fastq.gz,42928,Tabled.rev,Rev,Both,Tabled
Gh_JMR_DR01-C_d_89_R1_filt.fastq.gz,36457,Tabled.rev,Rev,Both,Tabled
Gh_JMR_DR05-1-A_s_85_R1_filt.fastq.gz,39423,Tabled.rev,Rev,Both,Tabled
Gh_JMR_DR05-1-B_s_86_R1_filt.fastq.gz,42889,Tabled.rev,Rev,Both,Tabled
Gh_KS_193.1_d_79_R1_filt.fastq.gz,27196,Tabled.rev,Rev,Both,Tabled
Gh_KS_193.2_d_81_R1_filt.fastq.gz,74888,Tabled.rev,Rev,Both,Tabled
Gh_KS_197.1_s_57_R1_filt.fastq.gz,46857,Tabled.rev,Rev,Both,Tabled
Gh_KS_200.5_s_58_R1_filt.fastq.gz,49385,Tabled.rev,Rev,Both,Tabled
Gh_OK_293_d_01_R1_filt.fastq.gz,62092,Tabled.rev,Rev,Both,Tabled
Gh_SM_AGT07-22.10_s_28_R1_filt.fastq.gz,47636,Tabled.rev,Rev,Both,Tabled
Gh_SM_AGT07-22.2_s_56_R1_filt.fastq.gz,53586,Tabled.rev,Rev,Both,Tabled
Gh_SM_AGT07-22.3_s_27_R1_filt.fastq.gz,36617,Tabled.rev,Rev,Both,Tabled
Gh_SM_ROV12-11.2_d_29_R1_filt.fastq.gz,18611,Tabled.rev,Rev,Both,Tabled
Gh_SM_ROV19-11_d_30_R1_filt.fastq.gz,34952,Tabled.rev,Rev,Both,Tabled
Gh_Sva_100_d_82_R1_filt.fastq.gz,56492,Tabled.rev,Rev,Both,Tabled
Gh_Sva_101_d_84_R1_filt.fastq.gz,69976,Tabled.rev,Rev,Both,Tabled
Gh_Sva_62_s_31_R1_filt.fastq.gz,22272,Tabled.rev,Rev,Both,Tabled
Gh_Vst_011TVG-004B_d_92_R1_filt.fastq.gz,29471,Tabled.rev,Rev,Both,Tabled
Gh_Vst_019TVG-003B_d_90_R1_filt.fastq.gz,64769,Tabled.rev,Rev,Both,Tabled
Gh_Vst_019TVG-010B_d_91_R1_filt.fastq.gz,27796,Tabled.rev,Rev,Both,Tabled
Gh_Vst_045TVG-005B_i_61_R1_filt.fastq.gz,82606,Tabled.rev,Rev,Both,Tabled
Gh_Vst_045TVG-011B_i_62_R1_filt.fastq.gz,90845,Tabled.rev,Rev,Both,Tabled
Gh_Vst_045TVG-012B_i_64_R1_filt.fastq.gz,60429,Tabled.rev,Rev,Both,Tabled
Gh_Vst_080TVG-009B_s_17_R1_filt.fastq.gz,63139,Tabled.rev,Rev,Both,Tabled
Gh_Vst_080TVG-010B_s_18_R1_filt.fastq.gz,121927,Tabled.rev,Rev,Both,Tabled
Gh_Vst_080TVG-013B_s_19_R1_filt.fastq.gz,95354,Tabled.rev,Rev,Both,Tabled
Pv_FS_MPA_01601_s_52_R1_filt.fastq.gz,19192,Tabled.rev,Rev,Both,Tabled
Pv_FS_MPA_01602_s_26_R1_filt.fastq.gz,29070,Tabled.rev,Rev,Both,Tabled
Pv_FS_MPA_01603_s_53_R1_filt.fastq.gz,13082,Tabled.rev,Rev,Both,Tabled
Pv_NoS_11452_s_08_R1_filt.fastq.gz,43944,Tabled.rev,Rev,Both,Tabled
Pv_NoS_11456_s_22_R1_filt.fastq.gz,38914,Tabled.rev,Rev,Both,Tabled
Pv_NoS_Notag_s_09_R1_filt.fastq.gz,45486,Tabled.rev,Rev,Both,Tabled
Pv_NwK_ST5-38_s_29_R1_filt.fastq.gz,28521,Tabled.rev,Rev,Both,Tabled
Pv_NwK_ST5-39_s_30_R1_filt.fastq.gz,42514,Tabled.rev,Rev,Both,Tabled
Pv_RB_11218_s_13_R1_filt.fastq.gz,106359,Tabled.rev,Rev,Both,Tabled
Pv_RB_11221_s_23_R1_filt.fastq.gz,79166,Tabled.rev,Rev,Both,Tabled
Pv_RB_1418_s_15_R1_filt.fastq.gz,47843,Tabled.rev,Rev,Both,Tabled
Pv_RB_1420_s_16_R1_filt.fastq.gz,35787,Tabled.rev,Rev,Both,Tabled
Pv_RB_MPA_11417_s_20_R1_filt.fastq.gz,30175,Tabled.rev,Rev,Both,Tabled
Pv_RB_MPA_11419_s_21_R1_filt.fastq.gz,68526,Tabled.rev,Rev,Both,Tabled
Pv_RB_MPA_1865_s_24_R1_filt.fastq.gz,18238,Tabled.rev,Rev,Both,Tabled
Pv_RB_MPA_1866_s_14_R1_filt.fastq.gz,22660,Tabled.rev,Rev,Both,Tabled
Pv_SMK_ROV25-12_s_33_R1_filt.fastq.gz,17449,Tabled.rev,Rev,Both,Tabled
Pv_SMK_ROV25-13_s_35_R1_filt.fastq.gz,15169,Tabled.rev,Rev,Both,Tabled
Pv_SMK_ROV25-14_s_36_R1_filt.fastq.gz,38997,Tabled.rev,Rev,Both,Tabled
Pv_SRT_046-26_s_11_R1_filt.fastq.gz,28956,Tabled.rev,Rev,Both,Tabled
Pv_SRT_046-49_s_12_R1_filt.fastq.gz,53265,Tabled.rev,Rev,Both,Tabled
Pv_SSNd_H044-01642_s_45_R1_filt.fastq.gz,47792,Tabled.rev,Rev,Both,Tabled
Pv_SSNd_H044-01643_s_46_R1_filt.fastq.gz,24214,Tabled.rev,Rev,Both,Tabled
Pv_SSNd_H044-01645_s_47_R1_filt.fastq.gz,19052,Tabled.rev,Rev,Both,Tabled
Pv_Sw_11_s_05_R1_filt.fastq.gz,22298,Tabled.rev,Rev,Both,Tabled
Pv_Sw_9_s_04_R1_filt.fastq.gz,27946,Tabled.rev,Rev,Both,Tabled
Gb_BS_imp_15O4_s_31_F1_filt.fastq.gz,26789,Tabled.fwd,Fwd,Both,Tabled
Gb_BS_imp_18R6_s_38_F1_filt.fastq.gz,57746,Tabled.fwd,Fwd,Both,Tabled
Gb_BS_imp_23W4_s_37_F1_filt.fastq.gz,42849,Tabled.fwd,Fwd,Both,Tabled
Gb_BS_imp_9I4_s_39_F1_filt.fastq.gz,29959,Tabled.fwd,Fwd,Both,Tabled
Gb_BS_unimp_14N5_s_41_F1_filt.fastq.gz,78104,Tabled.fwd,Fwd,Both,Tabled
Gb_BS_unimp_3C6_s_43_F1_filt.fastq.gz,39447,Tabled.fwd,Fwd,Both,Tabled
Gb_BS_unimp_4D2_s_40_F1_filt.fastq.gz,31727,Tabled.fwd,Fwd,Both,Tabled
Gb_BS_unimp_6F4_s_42_F1_filt.fastq.gz,44906,Tabled.fwd,Fwd,Both,Tabled
Gb_Can_M_Trip8-75.1_d_69_F1_filt.fastq.gz,101912,Tabled.fwd,Fwd,Both,Tabled
Gb_Can_M_Trip8-75.2_d_70_F1_filt.fastq.gz,80926,Tabled.fwd,Fwd,Both,Tabled
Gb_Can_M_Trip8-75.3_d_71_F1_filt.fastq.gz,59312,Tabled.fwd,Fwd,Both,Tabled
Gb_Can_S_15O6_d_75_F1_filt.fastq.gz,31905,Tabled.fwd,Fwd,Both,Tabled
Gb_Can_S_16P6_s_55_F1_filt.fastq.gz,164063,Tabled.fwd,Fwd,Both,Tabled
Gb_Can_S_17Q3_d_77_F1_filt.fastq.gz,80699,Tabled.fwd,Fwd,Both,Tabled
Gb_Can_S_23W6_d_78_F1_filt.fastq.gz,27505,Tabled.fwd,Fwd,Both,Tabled
Gb_Can_S_2B6_d_76_F1_filt.fastq.gz,69912,Tabled.fwd,Fwd,Both,Tabled
Gb_Can_S_5E2_s_44_F1_filt.fastq.gz,73776,Tabled.fwd,Fwd,Both,Tabled
Gb_Can_S_8H6_s_54_F1_filt.fastq.gz,51720,Tabled.fwd,Fwd,Both,Tabled
Gb_FS_MPA_14N4_s_50_F1_filt.fastq.gz,50813,Tabled.fwd,Fwd,Both,Tabled
Gb_FS_MPA_20T6_s_49_F1_filt.fastq.gz,44072,Tabled.fwd,Fwd,Both,Tabled
Gb_FS_MPA_22V2_s_51_F1_filt.fastq.gz,61408,Tabled.fwd,Fwd,Both,Tabled
Gb_NOR_17Q2_s_01_F1_filt.fastq.gz,82544,Tabled.fwd,Fwd,Both,Tabled
Gb_NOR_18R2_s_02_F1_filt.fastq.gz,46109,Tabled.fwd,Fwd,Both,Tabled
Gb_NOR_1A7_s_03_F1_filt.fastq.gz,35681,Tabled.fwd,Fwd,Both,Tabled
Gb_NwK_12L5_s_27_F1_filt.fastq.gz,35155,Tabled.fwd,Fwd,Both,Tabled
Gb_NwK_21U5_s_28_F1_filt.fastq.gz,49364,Tabled.fwd,Fwd,Both,Tabled
Gb_OK_289_d_02_F1_filt.fastq.gz,47546,Tabled.fwd,Fwd,Both,Tabled
Gb_RSB_MPA_13M4_d_74_F1_filt.fastq.gz,27321,Tabled.fwd,Fwd,Both,Tabled
Gb_RSB_MPA_13M5_d_72_F1_filt.fastq.gz,40565,Tabled.fwd,Fwd,Both,Tabled
Gb_RSB_MPA_18R4_d_73_F1_filt.fastq.gz,49073,Tabled.fwd,Fwd,Both,Tabled
Gb_SRT_1A5_s_23_F1_filt.fastq.gz,77389,Tabled.fwd,Fwd,Both,Tabled
Gb_SRT_8H5_s_22_F1_filt.fastq.gz,69699,Tabled.fwd,Fwd,Both,Tabled
Gb_Sva_20T5_s_25_F1_filt.fastq.gz,44979,Tabled.fwd,Fwd,Both,Tabled
Gb_Sva_7G6_s_26_F1_filt.fastq.gz,35632,Tabled.fwd,Fwd,Both,Tabled
Gb_Sw_15O5_s_21_F1_filt.fastq.gz,99360,Tabled.fwd,Fwd,Both,Tabled
Gb_Sw_22V6_s_06_F1_filt.fastq.gz,68912,Tabled.fwd,Fwd,Both,Tabled
Gh_Can_M_Trip8-75.5_d_66_F1_filt.fastq.gz,77874,Tabled.fwd,Fwd,Both,Tabled
Gh_Can_M_Trip8-75.7_d_67_F1_filt.fastq.gz,86021,Tabled.fwd,Fwd,Both,Tabled
Gh_Can_M_Trip8-75.8_d_68_F1_filt.fastq.gz,66265,Tabled.fwd,Fwd,Both,Tabled
Gh_Ice_A11-641-B_s_25_F1_filt.fastq.gz,145033,Tabled.fwd,Fwd,Both,Tabled
Gh_Ice_ME85-3-1123-2-C_d_59_F1_filt.fastq.gz,89405,Tabled.fwd,Fwd,Both,Tabled
Gh_Ice_ME85-3-1123-B_d_60_F1_filt.fastq.gz,125483,Tabled.fwd,Fwd,Both,Tabled
Gh_Ice_ME85-3-1132-A_s_32_F1_filt.fastq.gz,131291,Tabled.fwd,Fwd,Both,Tabled
Gh_JMR-SM_AGT03-26_d_93_F1_filt.fastq.gz,83514,Tabled.fwd,Fwd,Both,Tabled
Gh_JMR_DR01-A_d_87_F1_filt.fastq.gz,62879,Tabled.fwd,Fwd,Both,Tabled
Gh_JMR_DR01-B_d_88_F1_filt.fastq.gz,72399,Tabled.fwd,Fwd,Both,Tabled
Gh_JMR_DR01-C_d_89_F1_filt.fastq.gz,63292,Tabled.fwd,Fwd,Both,Tabled
Gh_JMR_DR05-1-A_s_85_F1_filt.fastq.gz,70788,Tabled.fwd,Fwd,Both,Tabled
Gh_JMR_DR05-1-B_s_86_F1_filt.fastq.gz,67272,Tabled.fwd,Fwd,Both,Tabled
Gh_KS_193.1_d_79_F1_filt.fastq.gz,41107,Tabled.fwd,Fwd,Both,Tabled
Gh_KS_193.2_d_81_F1_filt.fastq.gz,114958,Tabled.fwd,Fwd,Both,Tabled
Gh_KS_197.1_s_57_F1_filt.fastq.gz,86903,Tabled.fwd,Fwd,Both,Tabled
Gh_KS_200.5_s_58_F1_filt.fastq.gz,62223,Tabled.fwd,Fwd,Both,Tabled
Gh_OK_293_d_01_F1_filt.fastq.gz,113666,Tabled.fwd,Fwd,Both,Tabled
Gh_SM_AGT07-22.10_s_28_F1_filt.fastq.gz,89966,Tabled.fwd,Fwd,Both,Tabled
Gh_SM_AGT07-22.2_s_56_F1_filt.fastq.gz,83909,Tabled.fwd,Fwd,Both,Tabled
Gh_SM_AGT07-22.3_s_27_F1_filt.fastq.gz,53607,Tabled.fwd,Fwd,Both,Tabled
Gh_SM_ROV12-11.2_d_29_F1_filt.fastq.gz,34315,Tabled.fwd,Fwd,Both,Tabled
Gh_SM_ROV19-11_d_30_F1_filt.fastq.gz,70693,Tabled.fwd,Fwd,Both,Tabled
Gh_Sva_100_d_82_F1_filt.fastq.gz,83073,Tabled.fwd,Fwd,Both,Tabled
Gh_Sva_101_d_84_F1_filt.fastq.gz,118257,Tabled.fwd,Fwd,Both,Tabled
Gh_Sva_62_s_31_F1_filt.fastq.gz,31239,Tabled.fwd,Fwd,Both,Tabled
Gh_Vst_011TVG-004B_d_92_F1_filt.fastq.gz,53404,Tabled.fwd,Fwd,Both,Tabled
Gh_Vst_019TVG-003B_d_90_F1_filt.fastq.gz,109246,Tabled.fwd,Fwd,Both,Tabled
Gh_Vst_019TVG-010B_d_91_F1_filt.fastq.gz,54751,Tabled.fwd,Fwd,Both,Tabled
Gh_Vst_045TVG-005B_i_61_F1_filt.fastq.gz,117397,Tabled.fwd,Fwd,Both,Tabled
Gh_Vst_045TVG-011B_i_62_F1_filt.fastq.gz,140849,Tabled.fwd,Fwd,Both,Tabled
Gh_Vst_045TVG-012B_i_64_F1_filt.fastq.gz,96712,Tabled.fwd,Fwd,Both,Tabled
Gh_Vst_080TVG-009B_s_17_F1_filt.fastq.gz,83456,Tabled.fwd,Fwd,Both,Tabled
Gh_Vst_080TVG-010B_s_18_F1_filt.fastq.gz,182820,Tabled.fwd,Fwd,Both,Tabled
Gh_Vst_080TVG-013B_s_19_F1_filt.fastq.gz,135971,Tabled.fwd,Fwd,Both,Tabled
Pv_FS_MPA_01601_s_52_F1_filt.fastq.gz,28846,Tabled.fwd,Fwd,Both,Tabled
Pv_FS_MPA_01602_s_26_F1_filt.fastq.gz,55469,Tabled.fwd,Fwd,Both,Tabled
Pv_FS_MPA_01603_s_53_F1_filt.fastq.gz,20042,Tabled.fwd,Fwd,Both,Tabled
Pv_NoS_11452_s_08_F1_filt.fastq.gz,59709,Tabled.fwd,Fwd,Both,Tabled
Pv_NoS_11456_s_22_F1_filt.fastq.gz,63483,Tabled.fwd,Fwd,Both,Tabled
Pv_NoS_Notag_s_09_F1_filt.fastq.gz,65180,Tabled.fwd,Fwd,Both,Tabled
Pv_NwK_ST5-38_s_29_F1_filt.fastq.gz,50614,Tabled.fwd,Fwd,Both,Tabled
Pv_NwK_ST5-39_s_30_F1_filt.fastq.gz,73154,Tabled.fwd,Fwd,Both,Tabled
Pv_RB_11218_s_13_F1_filt.fastq.gz,134981,Tabled.fwd,Fwd,Both,Tabled
Pv_RB_11221_s_23_F1_filt.fastq.gz,127033,Tabled.fwd,Fwd,Both,Tabled
Pv_RB_1418_s_15_F1_filt.fastq.gz,48032,Tabled.fwd,Fwd,Both,Tabled
Pv_RB_1420_s_16_F1_filt.fastq.gz,57877,Tabled.fwd,Fwd,Both,Tabled
Pv_RB_MPA_11417_s_20_F1_filt.fastq.gz,39441,Tabled.fwd,Fwd,Both,Tabled
Pv_RB_MPA_11419_s_21_F1_filt.fastq.gz,95701,Tabled.fwd,Fwd,Both,Tabled
Pv_RB_MPA_1865_s_24_F1_filt.fastq.gz,29326,Tabled.fwd,Fwd,Both,Tabled
Pv_RB_MPA_1866_s_14_F1_filt.fastq.gz,36878,Tabled.fwd,Fwd,Both,Tabled
Pv_SMK_ROV25-12_s_33_F1_filt.fastq.gz,33663,Tabled.fwd,Fwd,Both,Tabled
Pv_SMK_ROV25-13_s_35_F1_filt.fastq.gz,21351,Tabled.fwd,Fwd,Both,Tabled
Pv_SMK_ROV25-14_s_36_F1_filt.fastq.gz,59938,Tabled.fwd,Fwd,Both,Tabled
Pv_SRT_046-26_s_11_F1_filt.fastq.gz,38436,Tabled.fwd,Fwd,Both,Tabled
Pv_SRT_046-49_s_12_F1_filt.fastq.gz,81915,Tabled.fwd,Fwd,Both,Tabled
Pv_SSNd_H044-01642_s_45_F1_filt.fastq.gz,60628,Tabled.fwd,Fwd,Both,Tabled
Pv_SSNd_H044-01643_s_46_F1_filt.fastq.gz,31725,Tabled.fwd,Fwd,Both,Tabled
Pv_SSNd_H044-01645_s_47_F1_filt.fastq.gz,26513,Tabled.fwd,Fwd,Both,Tabled
Pv_Sw_11_s_05_F1_filt.fastq.gz,40247,Tabled.fwd,Fwd,Both,Tabled
Pv_Sw_9_s_04_F1_filt.fastq.gz,28457,Tabled.fwd,Fwd,Both,Tabled
Gb_BS_imp_15O4_s_31,30472,reads.in.rev,Rev,Both,Reads.in
Gb_BS_imp_15O4_s_31,30472,filtered.rev,Rev,Both,Filtered
Gb_BS_imp_18R6_s_38,55981,reads.in.rev,Rev,Both,Reads.in
Gb_BS_imp_18R6_s_38,55981,filtered.rev,Rev,Both,Filtered
Gb_BS_imp_23W4_s_37,37766,reads.in.rev,Rev,Both,Reads.in
Gb_BS_imp_23W4_s_37,37766,filtered.rev,Rev,Both,Filtered
Gb_BS_imp_9I4_s_39,36870,reads.in.rev,Rev,Both,Reads.in
Gb_BS_imp_9I4_s_39,36870,filtered.rev,Rev,Both,Filtered
Gb_BS_unimp_14N5_s_41,73976,reads.in.rev,Rev,Both,Reads.in
Gb_BS_unimp_14N5_s_41,73976,filtered.rev,Rev,Both,Filtered
Gb_BS_unimp_3C6_s_43,47440,reads.in.rev,Rev,Both,Reads.in
Gb_BS_unimp_3C6_s_43,47440,filtered.rev,Rev,Both,Filtered
Gb_BS_unimp_4D2_s_40,32783,reads.in.rev,Rev,Both,Reads.in
Gb_BS_unimp_4D2_s_40,32783,filtered.rev,Rev,Both,Filtered
Gb_BS_unimp_6F4_s_42,47347,reads.in.rev,Rev,Both,Reads.in
Gb_BS_unimp_6F4_s_42,47347,filtered.rev,Rev,Both,Filtered
Gb_Can_M_Trip8-75.1_d_69,61993,reads.in.rev,Rev,Both,Reads.in
Gb_Can_M_Trip8-75.1_d_69,61993,filtered.rev,Rev,Both,Filtered
Gb_Can_M_Trip8-75.2_d_70,57648,reads.in.rev,Rev,Both,Reads.in
Gb_Can_M_Trip8-75.2_d_70,57648,filtered.rev,Rev,Both,Filtered
Gb_Can_M_Trip8-75.3_d_71,45938,reads.in.rev,Rev,Both,Reads.in
Gb_Can_M_Trip8-75.3_d_71,45938,filtered.rev,Rev,Both,Filtered
Gb_Can_S_15O6_d_75,26004,reads.in.rev,Rev,Both,Reads.in
Gb_Can_S_15O6_d_75,26004,filtered.rev,Rev,Both,Filtered
Gb_Can_S_16P6_s_55,138722,reads.in.rev,Rev,Both,Reads.in
Gb_Can_S_16P6_s_55,138722,filtered.rev,Rev,Both,Filtered
Gb_Can_S_17Q3_d_77,55160,reads.in.rev,Rev,Both,Reads.in
Gb_Can_S_17Q3_d_77,55160,filtered.rev,Rev,Both,Filtered
Gb_Can_S_23W6_d_78,20965,reads.in.rev,Rev,Both,Reads.in
Gb_Can_S_23W6_d_78,20965,filtered.rev,Rev,Both,Filtered
Gb_Can_S_2B6_d_76,36158,reads.in.rev,Rev,Both,Reads.in
Gb_Can_S_2B6_d_76,36158,filtered.rev,Rev,Both,Filtered
Gb_Can_S_5E2_s_44,71810,reads.in.rev,Rev,Both,Reads.in
Gb_Can_S_5E2_s_44,71810,filtered.rev,Rev,Both,Filtered
Gb_Can_S_8H6_s_54,46823,reads.in.rev,Rev,Both,Reads.in
